temp_C,time_min,mass_loss
642.659,61.11,-14.23262
642.67297,61.11167,-14.23271
642.68903,61.11333,-14.23271
642.70898,61.115,-14.2327
642.724,61.11667,-14.2327
642.73999,61.11833,-14.2329
642.75702,61.12,-14.23289
642.77301,61.12167,-14.23289
642.78802,61.12333,-14.23288
642.80603,61.125,-14.23298
642.82397,61.12667,-14.23297
642.84003,61.12833,-14.23297
642.85602,61.13,-14.23296
642.87402,61.13167,-14.23306
642.88898,61.13333,-14.23305
642.90698,61.135,-14.23305
642.92499,61.13667,-14.23335
642.94,61.13833,-14.23334
642.95697,61.14,-14.23334
642.97302,61.14167,-14.23333
642.98901,61.14333,-14.23343
643.00598,61.145,-14.23342
643.02399,61.14667,-14.23342
643.03998,61.14833,-14.23341
643.05701,61.15,-14.23351
643.07202,61.15167,-14.23351
643.08899,61.15333,-14.2335
643.10498,61.155,-14.2335
643.12,61.15667,-14.23359
643.138,61.15833,-14.23359
643.15503,61.16,-14.23358
643.17102,61.16167,-14.23358
643.18903,61.16333,-14.23377
643.20398,61.165,-14.23377
643.22101,61.16667,-14.23377
643.23901,61.16833,-14.23376
643.255,61.17,-14.23386
643.27399,61.17167,-14.23385
643.28998,61.17333,-14.23385
643.30402,61.175,-14.23384
643.32098,61.17667,-14.23394
643.33899,61.17833,-14.23393
643.35498,61.18,-14.23393
643.37,61.18167,-14.23392
643.38702,61.18333,-14.23422
643.40399,61.185,-14.23422
643.42102,61.18667,-14.23421
643.43799,61.18833,-14.23421
643.45398,61.19,-14.2343
643.47101,61.19167,-14.2343
643.48901,61.19333,-14.23429
643.50598,61.195,-14.23429
643.52197,61.19667,-14.23438
643.53699,61.19833,-14.23438
643.55499,61.2,-14.23437
643.573,61.20167,-14.23437
643.58899,61.20333,-14.23446
643.60797,61.205,-14.23446
643.62097,61.20667,-14.23445
643.63599,61.20833,-14.23445
643.65503,61.21,-14.23464
643.67499,61.21167,-14.23464
643.69098,61.21333,-14.23463
643.70599,61.215,-14.23463
643.72198,61.21667,-14.23473
643.73798,61.21833,-14.23472
643.75598,61.22,-14.23472
643.77399,61.22167,-14.23471
643.789,61.22333,-14.23491
643.80499,61.225,-14.2349
643.82202,61.22667,-14.2349
643.83899,61.22833,-14.23489
643.85498,61.23,-14.23509
643.87299,61.23167,-14.23509
643.89001,61.23333,-14.23508
643.90601,61.235,-14.23508
643.922,61.23667,-14.23517
643.93799,61.23833,-14.23517
643.95398,61.24,-14.23516
643.97198,61.24167,-14.23516
643.98901,61.24333,-14.23525
644.00403,61.245,-14.23525
644.02002,61.24667,-14.23525
644.03699,61.24833,-14.23524
644.05298,61.25,-14.23534
644.07001,61.25167,-14.23533
644.08899,61.25333,-14.23533
644.10699,61.255,-14.23532
644.12299,61.25667,-14.23562
644.138,61.25833,-14.23561
644.15503,61.26,-14.23561
644.17102,61.26167,-14.2356
644.18799,61.26333,-14.2357
644.20398,61.265,-14.23569
644.22101,61.26667,-14.23569
644.23798,61.26833,-14.23569
644.25403,61.27,-14.23598
644.27197,61.27167,-14.23598
644.28998,61.27333,-14.23597
644.30603,61.275,-14.23597
644.32202,61.27667,-14.23606
644.33698,61.27833,-14.23606
644.35498,61.28,-14.23605
644.37097,61.28167,-14.23605
644.38702,61.28333,-14.23614
644.40399,61.285,-14.23614
644.422,61.28667,-14.23613
644.43799,61.28833,-14.23613
644.45599,61.29,-14.23623
644.47198,61.29167,-14.23622
644.487,61.29333,-14.23622
644.50299,61.295,-14.23621
644.52197,61.29667,-14.23651
644.53802,61.29833,-14.2365
644.55603,61.3,-14.2365
644.57202,61.30167,-14.23649
644.58899,61.30333,-14.23659
644.604,61.305,-14.23658
644.62097,61.30667,-14.23658
644.63898,61.30833,-14.23657
644.65601,61.31,-14.23687
644.67297,61.31167,-14.23686
644.69098,61.31333,-14.23686
644.70801,61.315,-14.23686
644.72198,61.31667,-14.23695
644.737,61.31833,-14.23695
644.75299,61.32,-14.23694
644.77197,61.32167,-14.23694
644.78699,61.32333,-14.23703
644.80603,61.325,-14.23703
644.823,61.32667,-14.23702
644.83899,61.32833,-14.23702
644.85602,61.33,-14.23711
644.87097,61.33167,-14.23711
644.88702,61.33333,-14.23711
644.90503,61.335,-14.2371
644.92297,61.33667,-14.2373
644.93903,61.33833,-14.23729
644.95599,61.34,-14.23729
644.97198,61.34167,-14.23728
644.98901,61.34333,-14.23748
645.00598,61.345,-14.23747
645.02197,61.34667,-14.23747
645.039,61.34833,-14.23746
645.05603,61.35,-14.23756
645.073,61.35167,-14.23755
645.08899,61.35333,-14.23755
645.10602,61.355,-14.23754
645.12402,61.35667,-14.23774
645.14099,61.35833,-14.23773
645.15802,61.36,-14.23773
645.17297,61.36167,-14.23773
645.19,61.36333,-14.23772
645.20697,61.365,-14.23772
645.224,61.36667,-14.23781
645.24103,61.36833,-14.23781
645.25702,61.37,-14.2378
645.27399,61.37167,-14.2378
645.29102,61.37333,-14.23779
645.30701,61.375,-14.23779
645.323,61.37667,-14.23788
645.34003,61.37833,-14.23788
645.35699,61.38,-14.23787
645.37402,61.38167,-14.23787
645.39203,61.38333,-14.23797
645.40802,61.385,-14.23796
645.42499,61.38667,-14.23796
645.44098,61.38833,-14.23795
645.45801,61.39,-14.23815
645.47302,61.39167,-14.23814
645.49103,61.39333,-14.23814
645.508,61.395,-14.23813
645.52399,61.39667,-14.23823
645.53998,61.39833,-14.23822
645.55701,61.4,-14.23822
645.57397,61.40167,-14.23822
645.59003,61.40333,-14.23831
645.60797,61.405,-14.23831
645.625,61.40667,-14.2383
645.64203,61.40833,-14.2383
645.65802,61.41,-14.23839
645.67297,61.41167,-14.23839
645.69,61.41333,-14.23838
645.70697,61.415,-14.23838
645.72302,61.41667,-14.23858
645.74103,61.41833,-14.23857
645.755,61.42,-14.23857
645.77502,61.42167,-14.23856
645.79102,61.42333,-14.23876
645.80701,61.425,-14.23875
645.82599,61.42667,-14.23875
645.841,61.42833,-14.23874
645.85602,61.43,-14.23884
645.87299,61.43167,-14.23883
645.88898,61.43333,-14.23883
645.90503,61.435,-14.23883
645.92401,61.43667,-14.23912
645.94098,61.43833,-14.23912
645.95801,61.44,-14.23911
645.974,61.44167,-14.23911
645.99103,61.44333,-14.2392
646.005,61.445,-14.2392
646.02301,61.44667,-14.23919
646.03998,61.44833,-14.23919
646.05603,61.45,-14.23928
646.07202,61.45167,-14.23928
646.08899,61.45333,-14.23927
646.10699,61.455,-14.23927
646.12402,61.45667,-14.23957
646.14203,61.45833,-14.23956
646.15802,61.46,-14.23956
646.17102,61.46167,-14.23955
646.18701,61.46333,-14.23965
646.20599,61.465,-14.23964
646.22101,61.46667,-14.23964
646.23999,61.46833,-14.23963
646.25702,61.47,-14.23973
646.27197,61.47167,-14.23972
646.28998,61.47333,-14.23972
646.30798,61.475,-14.23972
646.323,61.47667,-14.24001
646.33899,61.47833,-14.24001
646.35602,61.48,-14.24
646.37201,61.48167,-14.24
646.38898,61.48333,-14.24009
646.40399,61.485,-14.24009
646.41998,61.48667,-14.24009
646.43799,61.48833,-14.24008
646.45502,61.49,-14.24018
646.47198,61.49167,-14.24017
646.487,61.49333,-14.24017
646.50403,61.495,-14.24016
646.52197,61.49667,-14.24036
646.53802,61.49833,-14.24035
646.55499,61.5,-14.24035
646.57098,61.50167,-14.24034
646.58899,61.50333,-14.24054
646.60498,61.505,-14.24053
646.62201,61.50667,-14.24053
646.64001,61.50833,-14.24052
646.65601,61.51,-14.24062
646.672,61.51167,-14.24062
646.68701,61.51333,-14.24061
646.70398,61.515,-14.24061
646.72101,61.51667,-14.2409
646.73798,61.51833,-14.2409
646.755,61.52,-14.24089
646.77197,61.52167,-14.24089
646.789,61.52333,-14.24098
646.80499,61.525,-14.24098
646.82001,61.52667,-14.24098
646.836,61.52833,-14.24107
646.85303,61.53,-14.24107
646.87097,61.53167,-14.24106
646.88898,61.53333,-14.24106
646.90601,61.535,-14.24105
646.91998,61.53667,-14.24125
646.93597,61.53833,-14.24124
646.953,61.54,-14.24124
646.96899,61.54167,-14.24123
646.98798,61.54333,-14.24143
647.00403,61.545,-14.24142
647.021,61.54667,-14.24142
647.03699,61.54833,-14.24152
647.05402,61.55,-14.24151
647.07001,61.55167,-14.24151
647.08698,61.55333,-14.2415
647.10303,61.555,-14.2415
647.11902,61.55667,-14.24169
647.13702,61.55833,-14.24169
647.15302,61.56,-14.24168
647.16998,61.56167,-14.24168
647.18597,61.56333,-14.24178
647.20001,61.565,-14.24177
647.21802,61.56667,-14.24177
647.237,61.56833,-14.24186
647.25201,61.57,-14.24186
647.27002,61.57167,-14.24185
647.28699,61.57333,-14.24185
647.302,61.575,-14.24194
647.31897,61.57667,-14.24194
647.33698,61.57833,-14.24193
647.35303,61.58,-14.24193
647.37097,61.58167,-14.24212
647.38599,61.58333,-14.24212
647.40198,61.585,-14.24212
647.41803,61.58667,-14.24211
647.435,61.58833,-14.24231
647.45099,61.59,-14.2423
647.46899,61.59167,-14.2423
647.48602,61.59333,-14.24229
647.50299,61.595,-14.24239
647.51703,61.59667,-14.24238
647.534,61.59833,-14.24238
647.55298,61.6,-14.24237
647.56897,61.60167,-14.24237
647.58398,61.60333,-14.24236
647.60199,61.605,-14.24236
647.62,61.60667,-14.24236
647.63599,61.60833,-14.24255
647.65002,61.61,-14.24255
647.66803,61.61167,-14.24264
647.685,61.61333,-14.24264
647.70203,61.615,-14.24263
647.71899,61.61667,-14.24263
647.73602,61.61833,-14.24262
647.75201,61.62,-14.24262
647.76801,61.62167,-14.24271
647.78302,61.62333,-14.24271
647.80103,61.625,-14.24271
647.81799,61.62667,-14.2427
647.83398,61.62833,-14.2428
647.849,61.63,-14.24279
647.86603,61.63167,-14.24279
647.883,61.63333,-14.24278
647.901,61.635,-14.24298
647.91803,61.63667,-14.24297
647.93402,61.63833,-14.24297
647.95099,61.64,-14.24297
647.96503,61.64167,-14.24306
647.98102,61.64333,-14.24306
647.99902,61.645,-14.24305
648.01501,61.64667,-14.24305
648.03101,61.64833,-14.24314
648.04901,61.65,-14.24314
648.06598,61.65167,-14.24313
648.08301,61.65333,-14.24313
648.10101,61.655,-14.24322
648.11499,61.65667,-14.24322
648.13098,61.65833,-14.24322
648.14697,61.66,-14.24321
648.164,61.66167,-14.24341
648.18298,61.66333,-14.2434
648.20099,61.665,-14.2434
648.21698,61.66667,-14.24339
648.23199,61.66833,-14.24349
648.24902,61.67,-14.24348
648.26599,61.67167,-14.24348
648.28302,61.67333,-14.24347
648.29901,61.675,-14.24367
648.315,61.67667,-14.24366
648.33197,61.67833,-14.24366
648.34998,61.68,-14.24365
648.367,61.68167,-14.24385
648.38397,61.68333,-14.24384
648.39899,61.685,-14.24384
648.414,61.68667,-14.24384
648.43201,61.68833,-14.24393
648.44702,61.69,-14.24393
648.46301,61.69167,-14.24392
648.479,61.69333,-14.24392
648.49597,61.695,-14.24401
648.513,61.69667,-14.24401
648.53003,61.69833,-14.244
648.54999,61.7,-14.244
648.56598,61.70167,-14.24409
648.58099,61.70333,-14.24409
648.59698,61.705,-14.24409
648.61298,61.70667,-14.24408
648.63,61.70833,-14.24428
648.64502,61.71,-14.24427
648.66498,61.71167,-14.24427
648.68298,61.71333,-14.24426
648.69897,61.715,-14.24446
648.716,61.71667,-14.24445
648.73297,61.71833,-14.24445
648.75,61.72,-14.24444
648.76501,61.72167,-14.24454
648.78101,61.72333,-14.24453
648.797,61.725,-14.24453
648.81598,61.72667,-14.24452
648.83197,61.72833,-14.24472
648.84698,61.73,-14.24472
648.86603,61.73167,-14.24471
648.88098,61.73333,-14.24471
648.89801,61.735,-14.2448
648.914,61.73667,-14.2448
648.92999,61.73833,-14.24479
648.94702,61.74,-14.24479
648.96503,61.74167,-14.24488
648.98102,61.74333,-14.24488
648.99902,61.745,-14.24487
649.01599,61.74667,-14.24487
649.03198,61.74833,-14.24516
649.04999,61.75,-14.24516
649.06403,61.75167,-14.24515
649.08197,61.75333,-14.24515
649.09802,61.755,-14.24525
649.11499,61.75667,-14.24524
649.13202,61.75833,-14.24524
649.14697,61.76,-14.24523
649.16302,61.76167,-14.24543
649.18103,61.76333,-14.24542
649.19702,61.765,-14.24542
649.21301,61.76667,-14.24541
649.22998,61.76833,-14.24561
649.25,61.77,-14.2456
649.26501,61.77167,-14.2456
649.28003,61.77333,-14.2456
649.297,61.775,-14.24569
649.31403,61.77667,-14.24569
649.32898,61.77833,-14.24568
649.34497,61.78,-14.24568
649.36401,61.78167,-14.24577
649.383,61.78333,-14.24577
649.39697,61.785,-14.24576
649.41498,61.78667,-14.24576
649.43298,61.78833,-14.24605
649.448,61.79,-14.24605
649.46399,61.79167,-14.24604
649.48102,61.79333,-14.24604
649.49701,61.795,-14.24613
649.51501,61.79667,-14.24613
649.53198,61.79833,-14.24612
649.54797,61.8,-14.24612
649.565,61.80167,-14.24621
649.58197,61.80333,-14.24621
649.599,61.805,-14.2462
649.617,61.80667,-14.2462
649.633,61.80833,-14.24629
649.65002,61.81,-14.24629
649.66699,61.81167,-14.24629
649.68298,61.81333,-14.24628
649.70001,61.815,-14.24648
649.71503,61.81667,-14.24647
649.73297,61.81833,-14.24647
649.75,61.82,-14.24646
649.76501,61.82167,-14.24666
649.784,61.82333,-14.24665
649.80103,61.825,-14.24665
649.81702,61.82667,-14.24664
649.83301,61.82833,-14.24674
649.849,61.83,-14.24674
649.867,61.83167,-14.24673
649.883,61.83333,-14.24673
649.89899,61.835,-14.24692
649.91602,61.83667,-14.24692
649.93103,61.83833,-14.24691
649.948,61.84,-14.24691
649.96503,61.84167,-14.2471
649.98297,61.84333,-14.2471
649.99902,61.845,-14.24709
650.01501,61.84667,-14.24709
650.03497,61.84833,-14.24718
650.04999,61.85,-14.24718
650.06598,61.85167,-14.24717
650.08398,61.85333,-14.24717
650.09998,61.855,-14.24737
650.11603,61.85667,-14.24736
650.133,61.85833,-14.24736
650.14899,61.86,-14.24735
650.16602,61.86167,-14.24745
650.18402,61.86333,-14.24744
650.20001,61.865,-14.24744
650.21698,61.86667,-14.24743
650.23199,61.86833,-14.24763
650.25,61.87,-14.24762
650.26703,61.87167,-14.24762
650.284,61.87333,-14.24761
650.29999,61.875,-14.24781
650.31598,61.87667,-14.24781
650.33301,61.87833,-14.2478
650.35101,61.88,-14.2478
650.367,61.88167,-14.24789
650.38501,61.88333,-14.24788
650.40198,61.885,-14.24788
650.41901,61.88667,-14.24787
650.43597,61.88833,-14.24797
650.453,61.89,-14.24796
650.46899,61.89167,-14.24796
650.487,61.89333,-14.24796
650.50299,61.895,-14.24825
650.521,61.89667,-14.24825
650.53802,61.89833,-14.24824
650.55298,61.9,-14.24824
650.57001,61.90167,-14.24833
650.58801,61.90333,-14.24833
650.60303,61.905,-14.24832
650.61902,61.90667,-14.24832
650.638,61.90833,-14.24841
650.65503,61.91,-14.24841
650.67102,61.91167,-14.2484
650.68701,61.91333,-14.2484
650.70398,61.915,-14.24849
650.72302,61.91667,-14.24849
650.73901,61.91833,-14.24848
650.75702,61.92,-14.24848
650.77301,61.92167,-14.24867
650.78998,61.92333,-14.24867
650.80603,61.925,-14.24866
650.82202,61.92667,-14.24866
650.84003,61.92833,-14.24886
650.85699,61.93,-14.24885
650.87402,61.93167,-14.24885
650.89099,61.93333,-14.24884
650.90503,61.935,-14.24894
650.92297,61.93667,-14.24893
650.94,61.93833,-14.24893
650.95599,61.94,-14.24892
650.97302,61.94167,-14.24912
650.98999,61.94333,-14.24912
651.00598,61.945,-14.24911
651.02197,61.94667,-14.24911
651.039,61.94833,-14.2492
651.05499,61.95,-14.2492
651.073,61.95167,-14.24919
651.09198,61.95333,-14.24919
651.10797,61.955,-14.24928
651.12402,61.95667,-14.24928
651.13898,61.95833,-14.24927
651.15601,61.96,-14.24927
651.17297,61.96167,-14.24936
651.19098,61.96333,-14.24936
651.20697,61.965,-14.24935
651.224,61.96667,-14.24935
651.24103,61.96833,-14.24964
651.25702,61.97,-14.24964
651.27399,61.97167,-14.24964
651.29199,61.97333,-14.24963
651.30902,61.975,-14.24973
651.32501,61.97667,-14.24972
651.341,61.97833,-14.24972
651.35699,61.98,-14.24971
651.37299,61.98167,-14.24981
651.39001,61.98333,-14.2498
651.40802,61.985,-14.2498
651.42401,61.98667,-14.24979
651.44098,61.98833,-14.24999
651.45801,61.99,-14.24999
651.474,61.99167,-14.24998
651.48999,61.99333,-14.24998
651.508,61.995,-14.25007
651.52399,61.99667,-14.25007
651.54102,61.99833,-14.25006
651.55701,62,-14.25006
651.57397,62.00167,-14.25015
651.59003,62.00333,-14.25015
651.60797,62.005,-14.25014
651.62402,62.00667,-14.25014
651.64001,62.00833,-14.25024
651.65698,62.01,-14.25023
651.67499,62.01167,-14.25023
651.69202,62.01333,-14.25022
651.70801,62.015,-14.25042
651.724,62.01667,-14.25041
651.74103,62.01833,-14.25041
651.75897,62.02,-14.2504
651.776,62.02167,-14.2505
651.79199,62.02333,-14.25049
651.80798,62.025,-14.25049
651.82397,62.02667,-14.25048
651.841,62.02833,-14.25058
651.85699,62.03,-14.25058
651.87402,62.03167,-14.25057
651.89099,62.03333,-14.25067
651.909,62.035,-14.25066
651.92401,62.03667,-14.25066
651.94299,62.03833,-14.25065
651.95801,62.04,-14.25085
651.97498,62.04167,-14.25084
651.992,62.04333,-14.25084
652.008,62.045,-14.25083
652.02399,62.04667,-14.25103
652.04102,62.04833,-14.25102
652.05798,62.05,-14.25102
652.07501,62.05167,-14.25102
652.091,62.05333,-14.25111
652.10901,62.055,-14.25111
652.125,62.05667,-14.2511
652.14001,62.05833,-14.2511
652.15698,62.06,-14.25109
652.17401,62.06167,-14.25109
652.19,62.06333,-14.25109
652.20502,62.065,-14.25108
652.22198,62.06667,-14.25108
652.23901,62.06833,-14.25137
652.25598,62.07,-14.25137
652.27399,62.07167,-14.25136
652.28998,62.07333,-14.25146
652.30701,62.075,-14.25145
652.32501,62.07667,-14.25145
652.34003,62.07833,-14.25144
652.35602,62.08,-14.25154
652.37201,62.08167,-14.25153
652.38898,62.08333,-14.25153
652.40503,62.085,-14.25153
652.422,62.08667,-14.25172
652.44,62.08833,-14.25172
652.45801,62.09,-14.25171
652.474,62.09167,-14.25171
652.48798,62.09333,-14.2518
652.505,62.095,-14.2518
652.521,62.09667,-14.25179
652.53802,62.09833,-14.25179
652.55499,62.1,-14.25188
652.573,62.10167,-14.25188
652.58899,62.10333,-14.25187
652.60699,62.105,-14.25187
652.625,62.10667,-14.25196
652.64099,62.10833,-14.25196
652.65601,62.11,-14.25195
652.672,62.11167,-14.25195
652.69098,62.11333,-14.25215
652.70697,62.115,-14.25214
652.72302,62.11667,-14.25214
652.73999,62.11833,-14.25213
652.75598,62.12,-14.25223
652.77301,62.12167,-14.25222
652.789,62.12333,-14.25222
652.80603,62.125,-14.25221
652.82202,62.12667,-14.25231
652.84003,62.12833,-14.25231
652.85498,62.13,-14.2523
652.87,62.13167,-14.2523
652.888,62.13333,-14.25239
652.90601,62.135,-14.25239
652.92297,62.13667,-14.25238
652.94,62.13833,-14.25238
652.95502,62.14,-14.25257
652.97101,62.14167,-14.25257
652.98798,62.14333,-14.25266
653.005,62.145,-14.25266
653.021,62.14667,-14.25266
653.039,62.14833,-14.25265
653.05499,62.15,-14.25275
653.07001,62.15167,-14.25274
653.08801,62.15333,-14.25274
653.10498,62.155,-14.25273
653.12097,62.15667,-14.25283
653.13702,62.15833,-14.25282
653.15399,62.16,-14.25282
653.16901,62.16167,-14.25282
653.18597,62.16333,-14.25301
653.20203,62.165,-14.25301
653.21899,62.16667,-14.253
653.237,62.16833,-14.253
653.25598,62.17,-14.25309
653.271,62.17167,-14.25309
653.28497,62.17333,-14.25308
653.30402,62.175,-14.25308
653.32202,62.17667,-14.25317
653.33801,62.17833,-14.25317
653.35303,62.18,-14.25316
653.37,62.18167,-14.25316
653.388,62.18333,-14.25325
653.40302,62.185,-14.25325
653.41803,62.18667,-14.25325
653.435,62.18833,-14.25324
653.453,62.19,-14.25344
653.46899,62.19167,-14.25343
653.48602,62.19333,-14.25343
653.50201,62.195,-14.25342
653.52002,62.19667,-14.25352
653.53699,62.19833,-14.25351
653.55298,62.2,-14.25351
653.57001,62.20167,-14.2535
653.58698,62.20333,-14.2537
653.604,62.205,-14.25369
653.61902,62.20667,-14.25369
653.63501,62.20833,-14.25369
653.65198,62.21,-14.25388
653.66803,62.21167,-14.25388
653.68597,62.21333,-14.25387
653.70203,62.215,-14.25387
653.71899,62.21667,-14.25396
653.73602,62.21833,-14.25396
653.75299,62.22,-14.25395
653.77002,62.22167,-14.25395
653.78601,62.22333,-14.25414
653.80298,62.225,-14.25414
653.81897,62.22667,-14.25413
653.83398,62.22833,-14.25413
653.85101,62.23,-14.25432
653.86902,62.23167,-14.25432
653.88599,62.23333,-14.25431
653.90198,62.235,-14.25431
653.91998,62.23667,-14.25451
653.93597,62.23833,-14.2545
653.95203,62.24,-14.2545
653.96997,62.24167,-14.25449
653.98602,62.24333,-14.25459
654.00201,62.245,-14.25458
654.02002,62.24667,-14.25458
654.03802,62.24833,-14.25457
654.05298,62.25,-14.25477
654.07001,62.25167,-14.25476
654.08502,62.25333,-14.25476
654.09998,62.255,-14.25475
654.11902,62.25667,-14.25495
654.13599,62.25833,-14.25495
654.151,62.26,-14.25494
654.16901,62.26167,-14.25494
654.18597,62.26333,-14.25503
654.203,62.265,-14.25503
654.21802,62.26667,-14.25502
654.23602,62.26833,-14.25502
654.25201,62.27,-14.25521
654.26703,62.27167,-14.25521
654.284,62.27333,-14.2552
654.302,62.275,-14.2552
654.31897,62.27667,-14.25529
654.336,62.27833,-14.25529
654.35101,62.28,-14.25528
654.367,62.28167,-14.25528
654.38501,62.28333,-14.25548
654.401,62.285,-14.25547
654.41998,62.28667,-14.25547
654.43799,62.28833,-14.25546
654.45203,62.29,-14.25566
654.46802,62.29167,-14.25565
654.48499,62.29333,-14.25565
654.50098,62.295,-14.25564
654.51898,62.29667,-14.25574
654.53699,62.29833,-14.25573
654.55298,62.3,-14.25573
654.56897,62.30167,-14.25572
654.58502,62.30333,-14.25582
654.60101,62.305,-14.25581
654.61798,62.30667,-14.25581
654.63397,62.30833,-14.2558
654.651,62.31,-14.2559
654.67102,62.31167,-14.25589
654.68701,62.31333,-14.25589
654.703,62.315,-14.25589
654.71802,62.31667,-14.25608
654.73401,62.31833,-14.25608
654.75201,62.32,-14.25607
654.77002,62.32167,-14.25607
654.78601,62.32333,-14.25616
654.802,62.325,-14.25616
654.82001,62.32667,-14.25615
654.83502,62.32833,-14.25615
654.84998,62.33,-14.25635
654.86603,62.33167,-14.25634
654.883,62.33333,-14.25634
654.90002,62.335,-14.25633
654.91699,62.33667,-14.25653
654.935,62.33833,-14.25652
654.95099,62.34,-14.25652
654.96899,62.34167,-14.25651
654.987,62.34333,-14.25661
655.00403,62.345,-14.2566
655.01898,62.34667,-14.2566
655.03601,62.34833,-14.25659
655.052,62.35,-14.25679
655.07001,62.35167,-14.25678
655.08698,62.35333,-14.25678
655.10303,62.355,-14.25677
655.12,62.35667,-14.25697
655.138,62.35833,-14.25696
655.15302,62.36,-14.25696
655.16998,62.36167,-14.25695
655.185,62.36333,-14.25715
655.20203,62.365,-14.25715
655.21899,62.36667,-14.25714
655.23499,62.36833,-14.25714
655.25299,62.37,-14.25723
655.27002,62.37167,-14.25723
655.28699,62.37333,-14.25722
655.302,62.375,-14.25722
655.32001,62.37667,-14.25741
655.336,62.37833,-14.25741
655.35303,62.38,-14.2574
655.36902,62.38167,-14.2574
655.38599,62.38333,-14.25749
655.40302,62.385,-14.25749
655.42102,62.38667,-14.25748
655.43701,62.38833,-14.25748
655.45203,62.39,-14.25768
655.46802,62.39167,-14.25767
655.48499,62.39333,-14.25767
655.50201,62.395,-14.25786
655.51898,62.39667,-14.25786
655.53601,62.39833,-14.25785
655.55298,62.4,-14.25785
655.57001,62.40167,-14.25784
655.58698,62.40333,-14.25794
655.60498,62.405,-14.25793
655.62097,62.40667,-14.25793
655.638,62.40833,-14.25792
655.65503,62.41,-14.25802
655.67102,62.41167,-14.25801
655.68903,62.41333,-14.25801
655.70502,62.415,-14.2581
655.71997,62.41667,-14.2581
655.73602,62.41833,-14.2581
655.75299,62.42,-14.25809
655.76898,62.42167,-14.25809
655.78601,62.42333,-14.25808
655.80298,62.425,-14.25808
655.81897,62.42667,-14.25827
655.83801,62.42833,-14.25827
655.854,62.43,-14.25826
655.86902,62.43167,-14.25826
655.88599,62.43333,-14.25835
655.90198,62.435,-14.25835
655.91998,62.43667,-14.25834
655.93701,62.43833,-14.25834
655.95502,62.44,-14.25843
655.97101,62.44167,-14.25843
655.98602,62.44333,-14.25843
656.00299,62.445,-14.25842
656.01898,62.44667,-14.25842
656.03699,62.44833,-14.25841
656.05402,62.45,-14.25851
656.07098,62.45167,-14.2585
656.08801,62.45333,-14.2585
656.10498,62.455,-14.25849
656.12299,62.45667,-14.25869
656.138,62.45833,-14.25868
656.15399,62.46,-14.25868
656.172,62.46167,-14.25867
656.18701,62.46333,-14.25867
656.20502,62.465,-14.25866
656.22198,62.46667,-14.25876
656.23901,62.46833,-14.25875
656.25403,62.47,-14.25885
656.27197,62.47167,-14.25884
656.28802,62.47333,-14.25884
656.30402,62.475,-14.25884
656.32098,62.47667,-14.25883
656.34003,62.47833,-14.25883
656.35498,62.48,-14.25892
656.37097,62.48167,-14.25892
656.388,62.48333,-14.25891
656.40399,62.485,-14.25891
656.41998,62.48667,-14.2591
656.43799,62.48833,-14.2591
656.45398,62.49,-14.25909
656.46997,62.49167,-14.25909
656.487,62.49333,-14.25918
656.50299,62.495,-14.25918
656.52301,62.49667,-14.25917
656.539,62.49833,-14.25917
656.55499,62.5,-14.25926
656.57202,62.50167,-14.25926
656.59003,62.50333,-14.25925
656.60699,62.505,-14.25925
656.62201,62.50667,-14.25924
656.63898,62.50833,-14.25924
656.65802,62.51,-14.25924
656.67297,62.51167,-14.25933
656.68799,62.51333,-14.25933
656.70398,62.515,-14.25932
656.72198,62.51667,-14.25932
656.73999,62.51833,-14.25951
656.755,62.52,-14.25951
656.771,62.52167,-14.2595
656.78802,62.52333,-14.2595
656.80499,62.525,-14.25959
656.82202,62.52667,-14.25959
656.84003,62.52833,-14.25958
656.85699,62.53,-14.25958
656.87402,62.53167,-14.25978
656.88898,62.53333,-14.25977
656.90503,62.535,-14.25977
656.92102,62.53667,-14.25976
656.93903,62.53833,-14.25996
656.95502,62.54,-14.25995
656.97198,62.54167,-14.25995
656.98798,62.54333,-14.25994
657.005,62.545,-14.26004
657.021,62.54667,-14.26004
657.03601,62.54833,-14.26003
657.05402,62.55,-14.26003
657.07098,62.55167,-14.26012
657.09003,62.55333,-14.26012
657.10498,62.555,-14.26011
657.12201,62.55667,-14.26011
657.138,62.55833,-14.2602
657.15399,62.56,-14.2602
657.16998,62.56167,-14.26019
657.18701,62.56333,-14.26019
657.203,62.565,-14.26038
657.22198,62.56667,-14.26038
657.23901,62.56833,-14.26037
657.255,62.57,-14.26037
657.27197,62.57167,-14.26046
657.28998,62.57333,-14.26046
657.30603,62.575,-14.26045
657.323,62.57667,-14.26045
657.33801,62.57833,-14.26055
657.35602,62.58,-14.26054
657.37299,62.58167,-14.26054
657.38898,62.58333,-14.26053
657.40399,62.585,-14.26083
657.42102,62.58667,-14.26082
657.43799,62.58833,-14.26082
657.45398,62.59,-14.26082
657.46802,62.59167,-14.26091
657.48602,62.59333,-14.26091
657.50201,62.595,-14.2609
657.52002,62.59667,-14.2609
657.53601,62.59833,-14.26099
657.552,62.6,-14.26099
657.56799,62.60167,-14.26098
657.586,62.60333,-14.26098
657.60303,62.605,-14.26107
657.61902,62.60667,-14.26107
657.63599,62.60833,-14.26106
657.65503,62.61,-14.26106
657.66998,62.61167,-14.26135
